,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
114,12803347,,,,0,0,3,,,,,4880,,,4880,,,6037,,,,,,,33980510,-118049973,36740,,,,,,1200,47,WHC3PP*,60375021,14634,3101,,96169,0,,,,,,,1969,1,,114047,226052,2016,112005,3796.73,,,
115,12835947,,,,0,0,4,,,,,1012,,,1012,,,6037,,,,,,,34016009,-117947459,7897,,,,,,1210,31,LPC2*,60374077.02,39306,3101,,96488,0,,,,,,,1921,1,,11530,106027,2016,94497,1746.14,,,
116,12838747,13,,,0,0,4,6,,,,7316,,,7316,,,6037,,,,,,,34033862,-117948861,22612,,,,,,1200,47,LPC2YY,60374076.02,39306,3101,,96488,0,,,,9,,,1978,1,,768738,1635612,2016,866874,21277.62,,,
117,12996547,,,,0,0,4,4,,,,2082,,,2082,,,6037,,,,,,,34089943,-118025720,8757,,,,,,1210,31,EMCO*,60374324.02,51861,3101,762685,96478,0,,,,2,,,1950,1,,182745,527930,2016,345185,7974.59,,,
118,13026147,1,,,4,4,,10,4,,,4144,4144,,,,,6037,,4,,,,2,34143092,-117883804,,,,,,,100,261,LCRA20000*,60374008,11626,3101,,96486,0,,,,1,,,2016,,,603000,1303522,2016,700522,14820.1,,,
119,13029947,,,,0,0,4,6,,,,43486,,,43486,,,6037,,,,,,,34128204,-117874545,63094,1,,,,1,1210,31,GDC_RT66SP,60374009,11626,3101,,96485,0,,,,48,,,1962,1,,1740367,2586371,2016,846004,41394.06,,,
120,13061547,,,,0,0,,,,,,,,,,,,6037,,,,,,,34041235,-117791327,157135,,,,,,100,261,POPRD*,60374033.17,20008,3101,,96506,0,,,,,,,,,,,17648,2016,17648,,,,
121,13114147,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,34680553,-118087153,,,,,,,070P,263,,60379005.07,5534,3101,,97318,0,,,,,,,1981,,,,,2016,,285.84,,,
122,13114347,,,,0,0,,,,,,1488,1488,,,,,6037,,,,,,,34680553,-118087153,,,,,,,070P,263,,60379005.07,5534,3101,,97318,0,,,,,,,1978,,,,,2016,,399.58,,,
123,13114547,,,,0,0,,,,,,1296,1296,,,,,6037,,,,,,,34189273,-118545075,,,,,,,070P,263,,60371325.02,12447,3101,40548,96364,0,,,,,,,2000,,,,,2016,,643.57,,,
124,13114747,,,,0,0,,,,,,740,740,,,,,6037,,,,,,,34209694,-118498313,,,,,,,070P,263,,60371321.02,12447,3101,41466,96415,0,,,,,,,1961,,,,,2016,,33.91,,,
125,13114947,,,,0,0,,,,,,912,912,,,,,6037,,,,,,,34044283,-117990464,,,,,,,070P,263,,60374083.01,113576,3101,,96490,0,,,,,,,1989,,,,,2016,,219.16,,,
126,13115147,,,,0,0,,,,,,480,480,,,,,6037,,,,,,,34308900,-118461613,,,,,,,070P,263,,60371065.2,12447,3101,34213,96368,0,,,,,,,1959,,,,,2016,,22.89,,,
127,13115347,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34276994,-118395527,,,,,,,070P,263,,60371041.08,12447,3101,268249,96368,0,,,,,,,1981,,,,,2016,,191.5,,,
128,13115547,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,34267763,-118406278,,,,,,,070P,263,,60371047.04,12447,3101,40215,96361,0,,,,,,,1970,,,,,2016,,232.18,,,
129,13115747,,,,0,0,,,,,,2240,2240,,,,,6037,,,,,,,34327059,-118465727,,,,,,,070P,263,,60371064.06,12447,3101,34213,96368,0,,,,,,,2009,,,,,2016,,1317.47,,,
130,13115947,,,,0,0,,,,,,1716,1716,,,,,6037,,,,,,,34327059,-118465727,,,,,,,070P,263,,60371064.06,12447,3101,34213,96368,0,,,,,,,2010,,,,,2016,,1067.82,,,
131,13116147,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,34314483,-118476070,,,,,,,070P,263,,60371065.1,12447,3101,34213,96368,0,,,,,,,1984,,,,,2016,,185.29,,,
132,13116347,,,,0,0,,,,,,1680,1680,,,,,6037,,,,,,,34271503,-118467494,,,,,,,070P,263,,60371091,12447,3101,116646,96371,0,,,,,,,1978,,,,,2016,,271.17,,,
133,13116547,,,,0,0,,,,,,1040,1040,,,,,6037,,,,,,,34245616,-118596393,,,,,,,070P,263,,60371132.37,12447,3101,37835,96346,0,,,,,,,1968,,,,,2016,,200.43,,,
134,13116747,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34248085,-118582132,,,,,,,070P,263,,60371133.03,12447,3101,37835,96346,0,,,,,,,1972,,,,,2016,,243.35,,,
135,13116947,,,,0,0,,,,,,1456,1456,,,,,6037,,,,,,,34228588,-118592886,,,,,,,070P,263,,60371132.34,12447,3101,30731,96339,0,,,,,,,2005,,,,,2016,,465.82,,,
136,13117147,,,,0,0,,,,,,1196,1196,,,,,6037,,,,,,,34233366,-118549198,,,,,,,070P,263,,60371153.01,12447,3101,33183,96354,0,,,,,,,2000,,,,,2016,,534.75,,,
137,13117347,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,34413580,-118459677,,,,,,,070P,263,,60379200.35,54311,3101,37739,96374,0,,,,,,,1970,,,,,2016,,237.3,,,
138,13117547,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34422603,-118490620,,,,,,,070P,263,,60379200.23,54311,3101,37739,96374,0,,,,,,,1999,,,,,2016,,316.3,,,
139,13117747,,,,0,0,,,,,,1484,1484,,,,,6037,,,,,,,34422603,-118490620,,,,,,,070P,263,,60379200.23,54311,3101,37739,96374,0,,,,,,,2005,,,,,2016,,794.37,,,
140,13117947,,,,0,0,,,,,,500,500,,,,,6037,,,,,,,34371722,-118558041,,,,,,,070P,263,,60379203.13,54311,3101,26134,96352,0,,,,,,,1964,,,,,2016,,131.99,,,
141,13118147,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,34410234,-118461971,,,,,,,070P,263,,60379200.31,54311,3101,26134,96374,0,,,,,,,1981,,,,,2016,,224.36,,,
142,13118347,,,,0,0,,,,,,2016,2016,,,,,6037,,,,,,,34410234,-118461971,,,,,,,070P,263,,60379200.31,54311,3101,26134,96374,0,,,,,,,2006,,,,,2016,,986.9,,,
143,13118547,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34422842,-118424483,,,,,,,070P,263,,60379200.41,54311,3101,37739,96401,0,,,,,,,1991,,,,,2016,,555.93,,,
144,13118747,,,,0,0,,,,,,932,932,,,,,6037,,,,,,,34418546,-118447357,,,,,,,070P,263,,60379200.38,54311,3101,37739,96401,0,,,,,,,1983,,,,,2016,,197.38,,,
145,13118947,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34571089,-118065097,,,,,,,070P,263,,60379106.05,40227,3101,,97328,0,,,,,,,1984,,,,,2016,,202.01,,,
146,13119147,,,,0,0,,,,,,840,840,,,,,6037,,,,,,,34575492,-118067368,,,,,,,070P,263,,60379106.02,40227,3101,,97328,0,,,,,,,1982,,,,,2016,,215.93,,,
147,13119347,,,,0,0,,,,,,800,800,,,,,6037,,,,,,,34561192,-118046994,,,,,,,070P,263,,60379107.11,40227,3101,,97330,0,,,,,,,1982,,,,,2016,,169.02,,,
148,13119547,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34556011,-118108992,,,,,,,070P,263,,60379107.07,40227,3101,,97328,0,,,,,,,2000,,,,,2016,,718.63,,,
149,13119747,,,,0,0,,,,,,1600,1600,,,,,6037,,,,,,,34647495,-118231883,,,,,,,070P,263,,60379011.01,5534,3101,,97319,0,,,,,,,1977,,,,,2016,,305.16,,,
150,13119947,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34760580,-118167523,,,,,,,070P,263,,60379009,5534,3101,,97317,0,,,,,,,1998,,,,,2016,,464.95,,,
151,13120147,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,34680513,-118091446,,,,,,,070P,263,,60379005.07,5534,3101,,97318,0,,,,,,,1995,,,,,2016,,438.19,,,
152,13120347,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34706358,-118101844,,,,,,,070P,263,,60379006.09,5534,3101,,97318,0,,,,,,,2005,,,,,2016,,657.32,,,
153,13120547,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34707984,-118083448,,,,,,,070P,263,,60379006.05,5534,3101,,97318,0,,,,,,,2005,,,,,2016,,584.93,,,
154,13120747,,,,0,0,,,,,,1728,1728,,,,,6037,,,,,,,34709046,-118087037,,,,,,,070P,263,,60379006.05,5534,3101,,97318,0,,,,,,,2003,,,,,2016,,586.53,,,
155,13120947,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,34702455,-118085622,,,,,,,070P,263,,60379006.05,5534,3101,,97318,0,,,,,,,1994,,,,,2016,,573.52,,,
156,13121147,,,,0,0,,,,,,784,784,,,,,6037,,,,,,,34716989,-118109192,,,,,,,070P,263,,60379006.02,5534,3101,,97318,0,,,,,,,1985,,,,,2016,,102.4,,,
157,13121347,,,,0,0,,,,,,924,924,,,,,6037,,,,,,,34708502,-118105065,,,,,,,070P,263,,60379006.02,5534,3101,,97318,0,,,,,,,1986,,,,,2016,,313.42,,,
158,13121547,,,,0,0,,,,,,920,920,,,,,6037,,,,,,,34708502,-118105065,,,,,,,070P,263,,60379006.02,5534,3101,,97318,0,,,,,,,1969,,,,,2016,,95.03,,,
159,13121747,,,,0,0,,,,,,1176,1176,,,,,6037,,,,,,,34448823,-118419423,,,,,,,070P,263,,60379108.07,54311,3101,37739,96401,0,,,,,,,1992,,,,,2016,,247.79,,,
160,13121947,,,,0,0,,,,,,1056,1056,,,,,6037,,,,,,,34269111,-118463314,,,,,,,070P,263,,60371094,12447,3101,116646,96371,0,,,,,,,1983,,,,,2016,,375.52,,,
161,13122147,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34007975,-117841778,,,,,,,070P,263,,60374033.12,24384,3101,,96522,0,,,,,,,1981,,,,,2016,,404.66,,,
162,13122347,,,,0,0,,,,,,390,390,,,,,6037,,,,,,,33859167,-118367327,,,,,,,070P,263,,60376206.02,33612,3101,,96124,0,,,,,,,1965,,,,,2016,,19.07,,,
163,13122547,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34351436,-118538253,,,,,,,070P,263,,60379203.12,,3101,,96352,0,,,,,,,1989,,,,,2016,,323.41,,,
164,13122747,,,,0,0,,,,,,1680,1680,,,,,6037,,,,,,,34015545,-118085974,,,,,,,070P,263,,60375005,26483,3101,,96197,0,,,,,,,1981,,,,,2016,,436.96,,,
165,13122947,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34019770,-118789549,,,,,,,070P,263,,60378004.08,12520,3101,764167,96116,0,,,,,,,1983,,,,,2016,,464.48,,,
166,13123147,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34007780,-117905626,,,,,,,070P,263,,60374081.4,118217,3101,,96488,0,,,,,,,1969,,,,,2016,,226.33,,,
167,13123347,,,,0,0,,,,,,552,552,,,,,6037,,,,,,,34061774,-118075048,,,,,,,070P,263,,60374336.02,54212,3101,,96510,0,,,,,,,1974,,,,,2016,,110.85,,,
168,13123547,,,,0,0,,,,,,480,480,,,,,6037,,,,,,,33798094,-118323741,,,,,,,070P,263,,60376700.03,53027,3101,,96217,0,,,,,,,1978,,,,,2016,,107.29,,,
169,13123747,,,,0,0,,,,,,2496,2496,,,,,6037,,,,,,,34004233,-117850319,,,,,,,070P,263,,60374033.03,24384,3101,,96522,0,,,,,,,1980,,,,,2016,,543.4,,,
170,13123947,,,,0,0,,,,,,616,616,,,,,6037,,,,,,,33910911,-118298113,,,,,,,070P,263,,60376029,45398,3101,,96104,0,,,,,,,1986,,,,,2016,,117.89,,,
171,13124147,,,,0,0,,,,,,1040,1040,,,,,6037,,,,,,,33942163,-118171443,,,,,,,070P,263,,60375361.02,47762,3101,,96125,0,,,,,,,1980,,,,,2016,,168.16,,,
172,13124347,,,,0,0,,,,,,1296,1296,,,,,6037,,,,,,,33906121,-118174218,,,,,,,070P,263,,60375537.01,6395,3101,,96220,0,,,,,,,1994,,,,,2016,,309.95,,,
173,13124547,,,,0,0,,,,,,800,800,,,,,6037,,,,,,,33894127,-118177435,,,,,,,070P,263,,60375537.02,6395,3101,,96220,0,,,,,,,1987,,,,,2016,,277.24,,,
174,13124747,,,,0,0,,,,,,1008,1008,,,,,6037,,,,,,,33900531,-118147274,,,,,,,070P,263,,60375535.02,6395,3101,,96220,0,,,,,,,1991,,,,,2016,,275.32,,,
175,13124947,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,34705741,-118072366,,,,,,,070P,263,,60379003,5534,3101,,97318,0,,,,,,,1967,,,,,2016,,136.89,,,
176,13125147,,,,0,0,,,,,,800,800,,,,,6037,,,,,,,33767215,-118111307,,,,,,,070P,263,,60375776.02,46298,3101,343505,96237,0,,,,,,,1967,,,,,2016,,307.04,,,
177,13125347,,,,0,0,,,,,,800,800,,,,,6037,,,,,,,33877007,-118310421,,,,,,,070P,263,,60376033.02,45398,3101,,96104,0,,,,,,,1989,,,,,2016,,128.48,,,
178,13125547,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,33867865,-118221492,,,,,,,070P,263,,60375433.05,24174,3101,,96090,0,,,,,,,1978,,,,,2016,,466.57,,,
179,13125747,,,,0,0,,,,,,1792,1792,,,,,6037,,,,,,,33867865,-118221492,,,,,,,070P,263,,60375433.05,24174,3101,,96090,0,,,,,,,1978,,,,,2016,,280.88,,,
180,13125947,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,33856461,-118083541,,,,,,,070P,263,,60375549.01,30267,3101,,96204,0,,,,,,,1987,,,,,2016,,331.57,,,
181,13126147,,,,0,0,,,,,,1056,1056,,,,,6037,,,,,,,33829801,-118063545,,,,,,,070P,263,,60375552.12,21778,3101,,96216,0,,,,,,,1990,,,,,2016,,267.44,,,
182,13126347,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,33884149,-118168176,,,,,,,070P,263,,60375538.02,6395,3101,,96220,0,,,,,,,2002,,,,,2016,,234.91,,,
183,13126547,,,,0,0,,,,,,1211,1211,,,,,6037,,,,,,,33873158,-118187376,,,,,,,070P,263,,60375703.01,46298,3101,276476,96239,0,,,,,,,1963,,,,,2016,,155.99,,,
184,13126747,,,,0,0,,,,,,560,560,,,,,6037,,,,,,,33870913,-118188258,,,,,,,070P,263,,60375703.01,46298,3101,276476,96239,0,,,,,,,1981,,,,,2016,,89.9,,,
185,13126947,,,,0,0,,,,,,720,720,,,,,6037,,,,,,,33887682,-118190625,,,,,,,070P,263,,60375422,24174,3101,,96091,0,,,,,,,1979,,,,,2016,,119.6,,,
186,13127147,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,33820454,-118217277,,,,,,,070P,263,,60375725,46298,3101,275989,96244,0,,,,,,,1981,,,,,2016,,272.08,,,
187,13127347,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,33869548,-118262569,,,,,,,070P,263,,60375433.21,10723,3101,,96230,0,,,,,,,1975,,,,,2016,,193.31,,,
188,13127547,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,33831074,-118244565,,,,,,,070P,263,,60375433.06,10723,3101,,96229,0,,,,,,,1997,,,,,2016,,219.21,,,
189,13127747,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,33838340,-118265838,,,,,,,070P,263,,60375438.01,10723,3101,,96229,0,,,,,,,2011,,,,,2016,,832.27,,,
190,13127947,,,,0,0,,,,,,1040,1040,,,,,6037,,,,,,,33869206,-118268576,,,,,,,070P,263,,60375410.02,10723,3101,,96230,0,,,,,,,1978,,,,,2016,,148.42,,,
191,13128147,,,,0,0,,,,,,480,480,,,,,6037,,,,,,,33832526,-118283500,,,,,,,070P,263,,60375435.01,10723,3101,,96229,0,,,,,,,1982,,,,,2016,,195.95,,,
192,13128347,,,,0,0,,,,,,456,456,,,,,6037,,,,,,,33828543,-118288255,,,,,,,070P,263,,60375435.03,118878,3101,,96160,0,,,,,,,1990,,,,,2016,,59.16,,,
193,13128547,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,33809822,-118309254,,,,,,,070P,263,,60376510.01,54722,3101,275428,96159,0,,,,,,,1974,,,,,2016,,68.19,,,
194,13128747,,,,0,0,,,,,,1536,1536,,,,,6037,,,,,,,33800045,-118293567,,,,,,,070P,263,,60375436.03,118878,3101,,96210,0,,,,,,,1972,,,,,2016,,267.74,,,
195,13128947,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,33781080,-118299618,,,,,,,070P,263,,60372933.06,12447,3101,38888,96210,0,,,,,,,1972,,,,,2016,,99.32,,,
196,13129147,,,,0,0,,,,,,728,728,,,,,6037,,,,,,,33784618,-118250820,,,,,,,070P,263,,60372946.2,12447,3101,48516,96228,0,,,,,,,1991,,,,,2016,,187.68,,,
197,13129347,,,,0,0,,,,,,860,860,,,,,6037,,,,,,,33787905,-118329670,,,,,,,070P,263,,60376514.01,54722,3101,416329,96163,0,,,,,,,1980,,,,,2016,,165.69,,,
198,13129547,,,,0,0,,,,,,1776,1776,,,,,6037,,,,,,,33724619,-118326045,,,,,,,070P,263,,60372974,12447,3101,54300,96222,0,,,,,,,1978,,,,,2016,,230.9,,,
199,13129747,,,,0,0,,,,,,1392,1392,,,,,6037,,,,,,,34052478,-117769754,,,,,,,070P,263,,60374025.01,20008,3101,,96506,0,,,,,,,1972,,,,,2016,,198.58,,,
200,13129947,,,,0,0,,,,,,1080,1080,,,,,6037,,,,,,,34107015,-117859630,,,,,,,070P,263,,60374012.03,11626,3101,,96485,0,,,,,,,1997,,,,,2016,,360.58,,,
201,13130147,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,33991203,-117892272,,,,,,,070P,263,,60374082.11,22827,3101,,96492,0,,,,,,,1971,,,,,2016,,189.05,,,
202,13130347,,,,0,0,,,,,,1744,1744,,,,,6037,,,,,,,34238623,-118655270,,,,,,,070P,263,,60371132.35,,3101,,96339,0,,,,,,,1981,,,,,2016,,462.97,,,
203,13130547,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,34238428,-118660015,,,,,,,070P,263,,60371132.35,,3101,,96339,0,,,,,,,1983,,,,,2016,,286.3,,,
204,13130747,,,,0,0,,,,,,1680,1680,,,,,6037,,,,,,,33915599,-118031358,,,,,,,070P,263,,60375041.01,5465,3101,,96190,0,,,,,,,1991,,,,,2016,,371.75,,,
205,13130947,,,,0,0,,,,,,432,432,,,,,6037,,,,,,,34061123,-118061149,,,,,,,070P,263,,60374335.01,36502,3101,,96480,0,,,,,,,1968,,,,,2016,,53.38,,,
206,13131147,,,,0,0,,,,,,840,840,,,,,6037,,,,,,,34047198,-118013567,,,,,,,070P,263,,60374340.01,51861,3101,259606,96479,0,,,,,,,1992,,,,,2016,,378.3,,,
207,13131347,,,,0,0,,,,,,1792,1792,,,,,6037,,,,,,,34031186,-118003857,,,,,,,070P,263,,60374084.02,45602,3101,,96489,0,,,,,,,1990,,,,,2016,,377.09,,,
208,13131547,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34031186,-118003857,,,,,,,070P,263,,60374084.02,45602,3101,,96489,0,,,,,,,1971,,,,,2016,,188.53,,,
209,13131747,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,33990153,-117881843,,,,,,,070P,263,,60374082.12,22827,3101,,96492,0,,,,,,,1980,,,,,2016,,212.08,,,
210,13131947,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34110741,-117745979,,,,,,,070P,263,,60374017.01,20008,3101,,96507,0,,,,,,,1990,,,,,2016,,400.47,,,
211,13132147,,,,0,0,,,,,,1780,1780,,,,,6037,,,,,,,34042184,-117750828,,,,,,,070P,263,,60374030,20008,3101,,96506,0,,,,,,,1989,,,,,2016,,492.87,,,
212,13132347,,,,0,0,,,,,,784,784,,,,,6037,,,,,,,34106128,-117741572,,,,,,,070P,263,,60374017.04,20008,3101,,96507,0,,,,,,,1968,,,,,2016,,136.75,,,
213,13132547,,,,0,0,,,,,,840,840,,,,,6037,,,,,,,34093087,-117758576,,,,,,,070P,263,,60374015,39308,3101,763090,96494,0,,,,,,,1971,,,,,2016,,114.01,,,
214,13132747,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34104010,-117832104,,,,,,,070P,263,,60374013.12,33836,3101,,96513,0,,,,,,,1992,,,,,2016,,379.04,,,
215,13132947,,,,0,0,,,,,,1176,1176,,,,,6037,,,,,,,34100336,-117821514,,,,,,,070P,263,,60374013.12,33836,3101,,96513,0,,,,,,,2006,,,,,2016,,367.58,,,
216,13133147,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34097300,-117830650,,,,,,,070P,263,,60374013.12,33836,3101,,96513,0,,,,,,,1969,,,,,2016,,235.36,,,
217,13133347,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34114031,-117782191,,,,,,,070P,263,,60374016.03,39308,3101,,96494,0,,,,,,,1976,,,,,2016,,228.38,,,
218,13133547,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34105887,-117841113,,,,,,,070P,263,,60374038.02,24245,3101,,96475,0,,,,,,,1971,,,,,2016,,263.48,,,
219,13133747,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,34104778,-117863530,,,,,,,070P,263,,60374038.01,24245,3101,,96475,0,,,,,,,1979,,,,,2016,,203.53,,,
220,13133947,,,,0,0,,,,,,784,784,,,,,6037,,,,,,,34098516,-117909131,,,,,,,070P,263,,60374057.02,24245,3101,,96473,0,,,,,,,1991,,,,,2016,,194.47,,,
221,13134147,,,,0,0,,,,,,600,600,,,,,6037,,,,,,,34093048,-117870154,,,,,,,070P,263,,60374037.21,24245,3101,,96475,0,,,,,,,1986,,,,,2016,,141.9,,,
222,13134347,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,34140750,-117984895,,,,,,,070P,263,,60374310.02,32923,3101,,96273,0,,,,,,,1988,,,,,2016,,165.7,,,
223,13134547,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34094771,-118030187,,,,,,,070P,263,,60374315.01,51861,3101,,96478,0,,,,,,,1972,,,,,2016,,151.51,,,
224,13134747,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,34113493,-117912914,,,,,,,070P,263,,60374045.03,37015,3101,,96464,0,,,,,,,1984,,,,,2016,,167.64,,,
225,13134947,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,34109389,-117878184,,,,,,,070P,263,,60374039.02,11626,3101,,96485,0,,,,,,,1968,,,,,2016,,313.58,,,
226,13135147,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,34133520,-117879368,,,,,,,070P,263,,60374009,11626,3101,,96486,0,,,,,,,1975,,,,,2016,,274.07,,,
227,13135347,,,,0,0,,,,,,960,960,,,,,6037,,,,,,,34130178,-117833788,,,,,,,070P,263,,60374004.02,11626,3101,,96486,0,,,,,,,1981,,,,,2016,,176.85,,,
228,13135547,,,,0,0,,,,,,1536,1536,,,,,6037,,,,,,,34111966,-117755447,,,,,,,070P,263,,60374016.01,39308,3101,,96494,0,,,,,,,1973,,,,,2016,,242.22,,,
229,13135747,,,,0,0,,,,,,1776,1776,,,,,6037,,,,,,,34115061,-117752634,,,,,,,070P,263,,60374016.01,39308,3101,,96494,0,,,,,,,1976,,,,,2016,,434.23,,,
230,13135947,,,,0,0,,,,,,1596,1596,,,,,6037,,,,,,,34046387,-117815445,,,,,,,070P,263,,60374024.03,20008,3101,,96508,0,,,,,,,1999,,,,,2016,,450.77,,,
231,13136147,,,,0,0,,,,,,1040,1040,,,,,6037,,,,,,,34021582,-117915892,,,,,,,070P,263,,60374081.38,118217,3101,,96488,0,,,,,,,1989,,,,,2016,,261.51,,,
232,13136347,,,,0,0,,,,,,1512,1512,,,,,6037,,,,,,,34024753,-117915266,,,,,,,070P,263,,60374081.33,118217,3101,,96488,0,,,,,,,1998,,,,,2016,,661.3,,,
233,13136547,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,33856782,-118220772,,,,,,,070P,263,,60375433.05,24174,3101,,96090,0,,,,,,,1982,,,,,2016,,301.9,,,
234,13136747,,,,0,0,,,,,,1344,1344,,,,,6037,,,,,,,33856782,-118220772,,,,,,,070P,263,,60375433.05,24174,3101,,96090,0,,,,,,,1980,,,,,2016,,198.8,,,
235,13136947,,,,0,0,,,,,,1440,1440,,,,,6037,,,,,,,33856782,-118220772,,,,,,,070P,263,,60375433.05,24174,3101,,96090,0,,,,,,,1998,,,,,2016,,565.6,,,
236,13137147,,,,0,0,,,,,,1456,1456,,,,,6037,,,,,,,34621824,-118224390,,,,,,,070P,263,,60379103.02,40227,3101,,97329,0,,,,,,,1999,,,,,2016,,659.34,,,
237,13137347,,,,0,0,,,,,,1056,1056,,,,,6037,,,,,,,34619963,-118221259,,,,,,,070P,263,,60379103.02,40227,3101,,97329,0,,,,,,,2003,,,,,2016,,815.72,,,
238,13137547,,,,0,0,,,,,,1120,1120,,,,,6037,,,,,,,34619963,-118221259,,,,,,,070P,263,,60379103.02,40227,3101,,97329,0,,,,,,,1985,,,,,2016,,568.6,,,
239,13137747,,,,0,0,,,,,,1792,1792,,,,,6037,,,,,,,34316857,-118401876,,,,,,,070P,263,,60371061.11,12447,3101,34213,96368,0,,,,,,,1989,,,,,2016,,566.19,,,
240,13137947,,,,0,0,,,,,,1200,1200,,,,,6037,,,,,,,34558548,-118109732,,,,,,,700,263,,60379105.05,40227,3101,,97328,0,,,,,,,1985,,,,,2016,,224.11,,,
241,13138147,,,,0,0,,,,,,1152,1152,,,,,6037,,,,,,,33930195,-118229419,,,,,,,700,263,,60375404,,3101,,96040,0,,,,,,,1977,,,,,2016,,201.6,,,
242,13138347,,,,0,0,,,,,,1036,1036,,,,,6037,,,,,,,34428643,-118482122,,,,,,,700,263,,60379200.29,54311,3101,37739,96374,0,,,,,,,2002,,,52630,71397,2016,18767,1239.93,,,
243,13138547,,,,0,0,,,,,,1311,1311,,,,,6037,,,,,,,34429346,-118485725,,,,,,,700,263,,60379200.29,54311,3101,37739,96374,0,,,,,,,1992,,,60178,78945,2016,18767,1584.45,,,
244,13871747,,,,2.5,3,,,2.5,,,1821,1821,,,,,6059,,2,2,458,,,33863685,-117938506,2442,,,,,,1,261,,60590111.02,24812,1286,,97040,0,,1,,,,,2013,,,265668,537949,2016,272281,6173.72,,,
245,13951347,,,,3.5,4,,,3.5,,,2684,2684,,,,,6059,,3,2,420,,,33748083,-117948108,3510,,,,,,1,261,,60590889.04,34780,1286,,96990,0,,1,,,,,2014,,,395167,644990,2016,249823,7572.58,,,
246,13963347,,,,2.5,3,,,2.5,,,2284,2284,,,,,6059,,2,2,525,,,33687181,-117753231,3398,,,,,,1,261,,60590524.18,52650,1286,276581,96954,0,,1,,,,,2014,,,478915,934353,2016,455438,13273.94,,,
